user_id,asset_id,avail,frozen,version
0,1,9918696000,86026200,7
0,2,9999999542647,55929,6
1,1,10869122500,268104800,23
1,2,9999816525495,86704276,15
2,1,9895129700,26674900,4
2,2,10000006634676,0,5
3,1,10241726900,0,9
3,2,9999947284237,32188831,4
4,1,10157236600,1200700,7
4,2,9999986594743,1,10
5,1,9346159000,822185000,13
5,2,9999985758857,3,10
6,1,9478859300,260098300,9
6,2,10000022167488,25519,25
7,1,9946393400,46165600,9
7,2,10000000644769,2,9
8,1,9506893800,4269700,9
8,2,10000041446334,1,15
9,1,9145982400,920726200,18
9,2,9999962402346,31932766,11
10,1,9588522400,523546100,14
10,2,9999990654631,3,11
11,1,8923604800,94335400,14
11,2,10000083237846,10290,19
12,1,10138441600,68775200,12
12,2,9999978799972,3582149,11
13,1,8870278100,775800,21
13,2,10000095764175,149648,45
14,1,9661472300,298398300,15
14,2,9999999022986,4517406,17
15,1,10511442000,68532500,13
15,2,9999950830166,1,18
16,1,9325571000,82761700,12
16,2,9999995595350,54869195,18
17,1,10851445000,6882200,23
17,2,9999836401110,90567030,16
18,1,9443557600,388284400,7
18,2,10000014206859,51884,11
19,1,10719791800,170137100,13
19,2,9999920922891,3279612,10
20,1,10409823000,0,13
20,2,9999869927464,95714975,20
21,1,9250636000,29166500,9
21,2,10000057583895,3306378,21
22,1,10338625400,24272000,14
22,2,9999969219815,3,9
23,1,9615136000,9242300,10
23,2,10000031825345,1,17
24,1,9842640800,88807400,12
24,2,9999952896139,52889546,11
25,1,9469620600,0,12
25,2,10000032234031,12755463,17
26,1,9720981600,20722900,12
26,2,10000021949994,1,18
27,1,10040217300,104179500,14
27,2,9999987780274,4,10
28,1,10095102400,0,6
28,2,9999991955745,1,9
29,1,9875232900,383400,14
29,2,10000009925766,636215,17
30,1,10260559700,158544000,12
30,2,9999964048316,521892,12
31,1,9541659400,0,9
31,2,10000038887806,33669,14
32,1,10634746600,9290300,9
32,2,9999945281895,3,5
33,1,10247449200,9673600,7
33,2,9999978197226,0,8
34,1,9939405200,915800,12
34,2,10000005071615,2,12
35,1,10029936200,344500,10
35,2,9999997191252,235970,7
36,1,9922367500,144804500,9
36,2,9999943271194,51057231,8
37,1,9825201700,69995800,12
37,2,10000008875598,4,12
38,1,10645695800,14131400,14
38,2,9999943803131,133093,11
39,1,9922452100,95257300,14
39,2,9999998498419,3,6
40,1,10672610700,266800,28
40,2,9999942840912,8,8
41,1,10742394700,389151900,25
41,2,9999903798042,23792,17
42,1,8988174200,2595900,17
42,2,10000078008777,7829755,19
43,1,9745696800,238380000,12
43,2,10000001171671,181910,12
44,1,9358421300,3852700,16
44,2,10000054223999,1,20
45,1,10079852900,15779400,12
45,2,9999991807978,85027,9
46,1,10727644700,46252200,18
46,2,9999934371068,5,8
47,1,9882004800,94567300,17
47,2,9999980848896,21149393,15
48,1,9818703800,165794500,12
48,2,10000001318085,2,10
49,1,8558142200,1597400,12
49,2,10000120873015,1798073,16
50,1,10031934200,229300,10
50,2,9999991591809,5681470,11
51,1,9310110300,0,12
51,2,10000058548482,0,26
52,1,10013739900,116497800,14
52,2,9999985656671,3227765,11
53,1,10944626400,38006700,19
53,2,9999887365667,29093937,11
54,1,9474060900,616389700,10
54,2,9999992322766,5,3
55,1,9567868800,312010500,10
55,2,10000009901094,230894,13
56,1,9416075400,50409100,23
56,2,10000044669054,705386,18
57,1,9775608800,84342100,16
57,2,10000011926853,21173,13
58,1,9907108800,40531700,19
58,2,10000003085300,783426,16
59,1,9233326800,523700,7
59,2,10000064858720,0,4
60,1,11007611600,116780100,11
60,2,9999901702010,2730641,11
61,1,9983441200,5216400,6
61,2,10000000963477,0,6
62,1,10082864600,5131200,10
62,2,9999992537142,1,9
63,1,9970219600,83860000,14
63,2,9999995405435,1,13
64,1,9787957700,2153400,5
64,2,10000017806300,19696,7
65,1,10036845600,0,8
65,2,9999986848790,10011155,8
66,1,9114542900,121893800,12
66,2,10000064189923,698227,17
67,1,9304983000,12548300,21
67,2,10000058173892,5,14
68,1,7977054100,799934500,13
68,2,10000103778322,57600,24
69,1,10292076400,17384200,10
69,2,9999973784775,2,9
70,1,9327591900,337336600,11
70,2,10000028434997,53731,11
71,1,10241974700,747697100,22
71,2,9999909767529,5942774,16
72,1,8657118100,1471101200,17
72,2,9999932669241,56641265,11
73,1,8843842300,605640600,13
73,2,10000045828229,1044806,24
74,1,10235493700,0,8
74,2,9999979509918,318627,8
75,1,10298706800,0,17
75,2,9999964754205,9834238,10
76,1,10101674600,59951300,12
76,2,9999986254716,10145,12
77,1,9965375800,0,16
