user_id,asset_id,avail,frozen,version
0,1,1558870100,11784768400,9785
0,2,9977754017483,21962066357,11242
1,1,136253900,7876891100,10181
1,2,9979625760050,20544343868,11640
2,1,4015600,8521169200,9818
2,2,9979342688732,20784877536,11223
3,1,35278400,11114130800,9526
3,2,9978895627536,21005808879,11322
4,1,54912200,10733575500,9428
4,2,9978544292333,21389009930,11271
5,1,454447300,5243588400,9269
5,2,9977751004102,22619299135,11133
6,1,68456000,12445602100,10243
6,2,9978340543864,21444158991,11459
7,1,53016500,11193797500,9519
7,2,9980047849576,19846123838,11094
8,1,302041200,9083100100,9493
8,2,9977134584337,22916956172,11261
9,1,136363500,8927273000,9241
9,2,9978001681508,22079780092,11071
10,1,11472900,6856158700,9408
10,2,9977583120253,22685307437,11371
11,1,136962600,9222417700,9224
11,2,9976075783648,23978844691,11123
12,1,295624200,10700117200,9990
12,2,9978395173201,21515703157,11470
13,1,894766900,11171621000,9737
13,2,9976512740439,23309115800,11291
14,1,881500,9825280100,10100
14,2,9979695070169,20318374634,11337
15,1,176909700,12584784300,10023
15,2,9978998497354,20764285856,11493
16,1,144306900,7884047300,8976
16,2,9977086611512,23081382292,11023
17,1,108123600,7791321100,9069
17,2,9979737697159,20445375415,10900
18,1,276000,9550676900,9179
18,2,9978453170703,21589605866,11135
19,1,14981500,11351975100,9719
19,2,9978464698261,21417213080,11342
20,1,24164500,7250383300,9023
20,2,9978543577662,21687312498,11015
21,1,310017300,7754031700,9842
21,2,9976853779102,23313731972,11564
22,1,262181800,8326168700,9315
22,2,9978028611595,22091752734,11001
23,1,75362600,13602835800,9703
23,2,9977573310679,22114271091,11321
24,1,283778200,11122839000,9618
24,2,9977830705679,22046783125,11049
25,1,46336900,9595013200,9679
25,2,9977596801545,22434059130,11538
26,1,11140500,7220059600,8951
26,2,9979525350868,20710182082,10789
27,1,38151400,9870821100,9053
27,2,9977048122335,22960663311,11095
28,1,927559100,8694666200,9678
28,2,9978786671488,21245988088,11247
29,1,272544000,5986049600,10116
29,2,9979047030675,21270235106,11531
30,1,823900,9067410200,9416
30,2,9977413935791,22665949990,11138
31,1,75631300,8455979400,9650
31,2,9979495203744,20625724933,11280
32,1,455813300,10696160600,9749
32,2,9976661861355,23241248759,11210
33,1,69658100,11842976400,9959
33,2,9978508408967,21326098470,11294
34,1,6081700,12112738900,9746
34,2,9978283096394,21537903866,11143
35,1,12025100,8640991800,9595
35,2,9978208396898,21908411396,11088
36,1,685228600,9893092000,9274
36,2,9978233958877,21715617988,11262
37,1,4257900,12479223400,9260
37,2,9977901168617,21888813237,10948
38,1,454052800,10494117300,9981
38,2,9977757592269,22159657584,11366
39,1,777813400,10859197900,9472
39,2,9976659802589,23198888832,11215
40,1,5737900,11151472000,9511
40,2,9977395311604,22505063119,11245
41,1,1953873000,7841456500,9686
41,2,9978495741774,21520890462,11306
42,1,253832900,6188533000,9303
42,2,9979578134673,20724560284,11194
43,1,952766500,8847680900,9318
43,2,9977623504876,22395892527,11122
44,1,40754800,8032693500,9709
44,2,9977847991572,22317268332,11325
45,1,549857200,13375091300,9438
45,2,9978124282775,21540694179,11077
46,1,161714000,8208027400,9559
46,2,9979636294927,20503727211,11188
47,1,15657300,13558614600,9953
47,2,9977932493081,21763041815,11099
48,1,227513600,9547250100,9132
48,2,9977320333828,22700336214,11176
49,1,331160100,10173522300,9805
49,2,9976222744347,23736922478,11342
50,1,264465600,10326634800,9706
50,2,9978569838742,21379217097,11226
51,1,1025315900,7165132200,9758
51,2,9977238393422,22911726478,11616
52,1,800066600,10958946300,9670
52,2,9977633557383,22215213692,11590
53,1,491996600,9478810900,9268
53,2,9977434091325,22567503708,11238
54,1,302141900,9063012700,9393
54,2,9977345319333,22712545674,11260
55,1,13334600,8905534000,9447
55,2,9977321164446,22772018035,11235
56,1,254842700,9876818300,9532
56,2,9978827700196,21161497748,11046
57,1,620182500,12325555600,9432
57,2,9976882308982,22864833173,11290
58,1,42103600,9695620000,10102
58,2,9977826906957,22193626218,11303
59,1,1217689600,7700292100,9459
59,2,9977540162023,22553867514,11201
60,1,3464700,11190051300,9166
60,2,9976965551181,22930995166,11236
61,1,1065800,9214321500,9940
61,2,9978327096264,21738486885,11444
62,1,87807200,7898701300,9321
62,2,9976531374443,23641189587,10869
63,1,209410400,11377552600,9591
63,2,9977904156299,21959849636,11089
64,1,10669500,10978623500,9235
64,2,9978758986948,21154569211,11046
65,1,5375300,10397469700,9573
65,2,9978157187735,21802260985,11313
66,1,970498200,11043423400,9956
66,2,9977574624442,22252785730,11380
67,1,11654600,10737006000,10175
67,2,9977245403386,22693721522,11602
68,1,102458300,8008788200,9792
68,2,9980497252382,19661560238,11111
69,1,88450600,9455122000,9603
69,2,9978645349744,21390977386,11095
70,1,89827700,10640936500,9386
70,2,9978825482710,21116709796,11490
71,1,555600,8324183600,9873
71,2,9976514771909,23629210868,11170
72,1,19027400,9270372500,9662
72,2,9979335740213,20725229475,11392
73,1,217175200,9592264700,9642
73,2,9977862183756,22154998082,11299
74,1,460456100,10583757800,9641
74,2,9979736263157,20174137410,10973
75,1,829670000,12827100700,10170
75,2,9977399764433,22286381052,11465
76,1,19295700,12234455500,9401
76,2,9977995500545,21811898642,10885
77,1,48769900,9415794100,9447
77,2,9978332862625,21715361575,11201
78,1,482523900,7891240900,9654
78,2,9978093294372,22048216286,11238
79,1,136493300,9755463900,9554
79,2,9978565254919,21443406376,11339
80,1,11026500,13347081000,9714
80,2,9978989885566,20722299559,11409
81,1,11091500,8443490500,9486
81,2,9977185551398,22945163465,11098
82,1,38304200,11045536200,9533
82,2,9978025689205,21884491675,11178
83,1,82541500,9981254000,9306
83,2,9977227049117,22768524699,11296
84,1,118210000,6020984400,9822
84,2,9978819913526,21510209054,11346
85,1,119104500,7683700600,9181
85,2,9978818225296,21370325229,11023
86,1,84280900,10481543200,9401
86,2,9977589746176,22360089219,11176
87,1,708538800,8747720300,9998
87,2,9977132273294,22912971274,11225
88,1,115689400,5740091500,9918
88,2,9978036268497,22315933464,11248
89,1,279509400,9485572700,9859
89,2,9978345049769,21676663979,11182
90,1,846016900,7744331100,9291
90,2,9979385294711,20732474156,10948
91,1,278744400,12411920700,9500
91,2,9975471229050,24301838419,11165
92,1,9637100,9423731000,9982
92,2,9979499430553,20550348910,11392
93,1,11853100,10432341800,9932
93,2,9978450660884,21513691959,11310
94,1,2121500,10348248000,10134
94,2,9978606238854,21362926061,11656
95,1,62091700,7830743400,9534
95,2,9977289549345,22890212663,11103
96,1,2190700,11681109100,10273
96,2,9976477855358,23378417556,11637
97,1,1251300,7968319100,9898
97,2,9979869361316,20302581110,11099
98,1,8668600,13270073700,10027
98,2,9979145183331,20574587729,11466
99,1,1077788200,10258928500,9541
99,2,9977954829662,21931268750,11191
