user_id,asset_id,avail,frozen,version
1,1,10000000000,0,1
1,2,10000000000000,0,1
2,1,10000000000,0,1
2,2,10000000000000,0,1
3,1,10000000000,0,1
3,2,10000000000000,0,1
4,1,10000000000,0,1
4,2,10000000000000,0,1
5,1,10000000000,0,1
5,2,10000000000000,0,1
6,1,10000000000,0,1
6,2,10000000000000,0,1
7,1,10000000000,0,1
7,2,10000000000000,0,1
8,1,10000000000,0,1
8,2,10000000000000,0,1
9,1,10000000000,0,1
9,2,10000000000000,0,1
10,1,10000000000,0,1
10,2,10000000000000,0,1
11,1,10000000000,0,1
11,2,10000000000000,0,1
12,1,10000000000,0,1
12,2,10000000000000,0,1
13,1,10000000000,0,1
13,2,10000000000000,0,1
14,1,10000000000,0,1
14,2,10000000000000,0,1
15,1,10000000000,0,1
15,2,10000000000000,0,1
16,1,10000000000,0,1
16,2,10000000000000,0,1
17,1,10000000000,0,1
17,2,10000000000000,0,1
18,1,10000000000,0,1
18,2,10000000000000,0,1
19,1,10000000000,0,1
19,2,10000000000000,0,1
20,1,10000000000,0,1
20,2,10000000000000,0,1
21,1,10000000000,0,1
21,2,10000000000000,0,1
22,1,10000000000,0,1
22,2,10000000000000,0,1
23,1,10000000000,0,1
23,2,10000000000000,0,1
24,1,10000000000,0,1
24,2,10000000000000,0,1
25,1,10000000000,0,1
25,2,10000000000000,0,1
26,1,10000000000,0,1
26,2,10000000000000,0,1
27,1,10000000000,0,1
27,2,10000000000000,0,1
28,1,10000000000,0,1
28,2,10000000000000,0,1
29,1,10000000000,0,1
29,2,10000000000000,0,1
30,1,10000000000,0,1
30,2,10000000000000,0,1
31,1,10000000000,0,1
31,2,10000000000000,0,1
32,1,10000000000,0,1
32,2,10000000000000,0,1
33,1,10000000000,0,1
33,2,10000000000000,0,1
34,1,10000000000,0,1
34,2,10000000000000,0,1
35,1,10000000000,0,1
35,2,10000000000000,0,1
36,1,10000000000,0,1
36,2,10000000000000,0,1
37,1,10000000000,0,1
37,2,10000000000000,0,1
38,1,10000000000,0,1
38,2,10000000000000,0,1
39,1,10000000000,0,1
39,2,10000000000000,0,1
40,1,10000000000,0,1
40,2,10000000000000,0,1
41,1,10000000000,0,1
41,2,10000000000000,0,1
42,1,10000000000,0,1
42,2,10000000000000,0,1
43,1,10000000000,0,1
43,2,10000000000000,0,1
44,1,10000000000,0,1
44,2,10000000000000,0,1
45,1,10000000000,0,1
45,2,10000000000000,0,1
46,1,10000000000,0,1
46,2,10000000000000,0,1
47,1,10000000000,0,1
47,2,10000000000000,0,1
48,1,10000000000,0,1
48,2,10000000000000,0,1
49,1,10000000000,0,1
49,2,10000000000000,0,1
50,1,10000000000,0,1
50,2,10000000000000,0,1
51,1,10000000000,0,1
51,2,10000000000000,0,1
52,1,10000000000,0,1
52,2,10000000000000,0,1
53,1,10000000000,0,1
53,2,10000000000000,0,1
54,1,10000000000,0,1
54,2,10000000000000,0,1
55,1,10000000000,0,1
55,2,10000000000000,0,1
56,1,10000000000,0,1
56,2,10000000000000,0,1
57,1,10000000000,0,1
57,2,10000000000000,0,1
58,1,10000000000,0,1
58,2,10000000000000,0,1
59,1,10000000000,0,1
59,2,10000000000000,0,1
60,1,10000000000,0,1
60,2,10000000000000,0,1
61,1,10000000000,0,1
61,2,10000000000000,0,1
62,1,10000000000,0,1
62,2,10000000000000,0,1
63,1,10000000000,0,1
63,2,10000000000000,0,1
64,1,10000000000,0,1
64,2,10000000000000,0,1
65,1,10000000000,0,1
65,2,10000000000000,0,1
66,1,10000000000,0,1
66,2,10000000000000,0,1
67,1,10000000000,0,1
67,2,10000000000000,0,1
68,1,10000000000,0,1
68,2,10000000000000,0,1
69,1,10000000000,0,1
69,2,10000000000000,0,1
70,1,10000000000,0,1
70,2,10000000000000,0,1
71,1,10000000000,0,1
71,2,10000000000000,0,1
72,1,10000000000,0,1
72,2,10000000000000,0,1
73,1,10000000000,0,1
73,2,10000000000000,0,1
74,1,10000000000,0,1
74,2,10000000000000,0,1
75,1,10000000000,0,1
75,2,10000000000000,0,1
76,1,10000000000,0,1
76,2,10000000000000,0,1
77,1,10000000000,0,1
77,2,10000000000000,0,1
78,1,10000000000,0,1
78,2,10000000000000,0,1
79,1,10000000000,0,1
79,2,10000000000000,0,1
80,1,10000000000,0,1
80,2,10000000000000,0,1
81,1,10000000000,0,1
81,2,10000000000000,0,1
82,1,10000000000,0,1
82,2,10000000000000,0,1
83,1,10000000000,0,1
83,2,10000000000000,0,1
84,1,10000000000,0,1
84,2,10000000000000,0,1
85,1,10000000000,0,1
85,2,10000000000000,0,1
86,1,10000000000,0,1
86,2,10000000000000,0,1
87,1,10000000000,0,1
87,2,10000000000000,0,1
88,1,10000000000,0,1
88,2,10000000000000,0,1
89,1,10000000000,0,1
89,2,10000000000000,0,1
90,1,10000000000,0,1
90,2,10000000000000,0,1
91,1,10000000000,0,1
91,2,10000000000000,0,1
92,1,10000000000,0,1
92,2,10000000000000,0,1
93,1,10000000000,0,1
93,2,10000000000000,0,1
94,1,10000000000,0,1
94,2,10000000000000,0,1
95,1,10000000000,0,1
95,2,10000000000000,0,1
96,1,10000000000,0,1
96,2,10000000000000,0,1
97,1,10000000000,0,1
97,2,10000000000000,0,1
98,1,10000000000,0,1
98,2,10000000000000,0,1
99,1,10000000000,0,1
99,2,10000000000000,0,1
100,1,10000000000,0,1
100,2,10000000000000,0,1
101,1,10000000000,0,1
101,2,10000000000000,0,1
102,1,10000000000,0,1
102,2,10000000000000,0,1
103,1,10000000000,0,1
