user_id,asset_id,avail,frozen,version
0,1,85403285200,17801576600,12447
0,2,99998350550404,1376958305,15563
1,1,86862460500,16024188100,12124
1,2,99998505174870,1249327615,15603
2,1,78489488200,16975280100,12111
2,2,99998934970578,1450149645,15596
3,1,79401350800,18015002600,12240
3,2,99998826932824,1392637015,15581
4,1,83065816000,15989612400,12028
4,2,99998773319334,1307522953,15479
5,1,77746821700,18881305400,12006
5,2,99998843979952,1442341215,15535
6,1,88151723000,16225601300,12128
6,2,99998142045875,1486081301,15318
7,1,80603564000,18069059800,12001
7,2,99998705980627,1407045304,15280
8,1,83381615400,15941608500,12226
8,2,99998569685498,1488064088,15640
9,1,83546513800,16242579300,12026
9,2,99998695199566,1322383415,15413
10,1,86779486900,15858031800,12130
10,2,99998330293518,1445737955,15432
11,1,78408697800,17587860000,12173
11,2,99998790271765,1549927589,15622
12,1,83885619600,16571898600,12349
12,2,99998569457176,1391699378,15614
13,1,84334959600,17063502600,12333
13,2,99998541202458,1339975404,15699
14,1,84708015500,16903421900,12464
14,2,99998627130824,1235640680,15592
15,1,85731466600,16920006100,12354
15,2,99998421218025,1352810197,15542
16,1,79359535700,17694591200,12112
16,2,99998755112088,1495694523,15284
17,1,87528257600,16268823700,11986
17,2,99998464170103,1213164259,14781
18,1,81141518900,18298837800,12055
18,2,99998745323151,1302219040,15358
19,1,86429999300,15783496200,12386
19,2,99998463699662,1347819259,15591
20,1,77375496700,17265326800,11922
20,2,99999029638559,1425592737,15453
21,1,82668175800,16626559500,12297
21,2,99998500553860,1558947285,15766
22,1,81811389300,17712729200,11918
22,2,99998520895468,1519668991,15347
23,1,81849113400,19368268300,12612
23,2,99998550648359,1345141316,15825
24,1,79887789400,18243858900,12097
24,2,99998775132841,1383583920,15741
25,1,87797705100,16089359300,12363
25,2,99998242424473,1426807883,15426
26,1,77574001900,17930495600,11839
26,2,99999064303713,1317867301,15163
27,1,79321193900,18197861500,12110
27,2,99998672989112,1538047618,15751
28,1,83063106200,16661171400,12187
28,2,99998662989380,1360682716,15814
29,1,86363211800,15479138700,12435
29,2,99998380970148,1462138817,15600
